cve_id,description,cvss_score,severity,vector_string
CVE-2010-0658,"Multiple integer overflows in Skia, as used in Google Chrome before 4.0.249.78, allow remote attackers to execute arbitrary code in the Chrome sandbox or cause a denial of service (memory corruption and application crash) via vectors involving CANVAS elements.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-0659,"The image decoder in WebKit before r52833, as used in Google Chrome before 4.0.249.78, does not properly handle a failure of memory allocation, which allows remote attackers to execute arbitrary code in the Chrome sandbox via a malformed GIF file that specifies a large size.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-0660,"Google Chrome before 4.0.249.78 sends an https URL in the Referer header of an http request in certain circumstances involving https to http redirection, which allows remote HTTP servers to obtain potentially sensitive information via standard HTTP logging.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2010-0661,"WebCore/bindings/v8/custom/V8DOMWindowCustom.cpp in WebKit before r52401, as used in Google Chrome before 4.0.249.78, allows remote attackers to bypass the Same Origin Policy via vectors involving the window.open method.",6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P
CVE-2010-0662,"The ParamTraits<SkBitmap>::Read function in common/common_param_traits.cc in Google Chrome before 4.0.249.78 does not use the correct variables in calculations designed to prevent integer overflows, which allows attackers to leverage renderer access to cause a denial of service or possibly have unspecified other impact via bitmap data, related to deserialization.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-0663,"The ParamTraits<SkBitmap>::Read function in common/common_param_traits.cc in Google Chrome before 4.0.249.78 does not initialize the memory locations that will hold bitmap data, which might allow remote attackers to obtain potentially sensitive information from process memory by providing insufficient data, related to use of a (1) thumbnail database or (2) HTML canvas.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2010-0664,"Stack consumption vulnerability in the ChildProcessSecurityPolicy::CanRequestURL function in browser/child_process_security_policy.cc in Google Chrome before 4.0.249.78 allows remote attackers to cause a denial of service (memory consumption and application crash) via a URL that specifies multiple protocols, as demonstrated by a URL that begins with many repetitions of the view-source: substring.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-1029,"Stack consumption vulnerability in the WebCore::CSSSelector function in WebKit, as used in Apple Safari 4.0.4, Apple Safari on iPhone OS and iPhone OS for iPod touch, and Google Chrome 4.0.249, allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a STYLE element composed of a large number of *> sequences.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-1228,Multiple race conditions in the sandbox infrastructure in Google Chrome before 4.1.249.1036 have unspecified impact and attack vectors.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-1229,"The sandbox infrastructure in Google Chrome before 4.1.249.1036 does not properly use pointers, which has unspecified impact and attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-1230,"Google Chrome before 4.1.249.1036 does not have the expected behavior for attempts to delete Web SQL Databases and clear the Strict Transport Security (STS) state, which has unspecified impact and attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-1231,"Google Chrome before 4.1.249.1036 processes HTTP headers before invoking the SafeBrowsing feature, which allows remote attackers to have an unspecified impact via crafted headers.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-1232,Google Chrome before 4.1.249.1036 allows remote attackers to cause a denial of service (memory error) or possibly have unspecified other impact via a malformed SVG document.,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-1233,Multiple integer overflows in Google Chrome before 4.1.249.1036 allow remote attackers to have an unspecified impact via vectors involving WebKit JavaScript objects.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-1234,Unspecified vulnerability in Google Chrome before 4.1.249.1036 allows remote attackers to truncate the URL shown in the HTTP Basic Authentication dialog via unknown vectors.,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-1235,Unspecified vulnerability in Google Chrome before 4.1.249.1036 allows remote attackers to trigger the omission of a download warning dialog via unknown vectors.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-1236,"The protocolIs function in platform/KURLGoogle.cpp in WebCore in WebKit before r55822, as used in Google Chrome before 4.1.249.1036 and Flock Browser 3.x before 3.0.0.4112, does not properly handle whitespace at the beginning of a URL, which allows remote attackers to conduct cross-site scripting (XSS) attacks via a crafted javascript: URL, as demonstrated by a \x00javascript:alert sequence.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-1237,Google Chrome 4.1 BETA before 4.1.249.1036 allows remote attackers to cause a denial of service (memory error) or possibly have unspecified other impact via an empty SVG element.,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-0178,"Mozilla Firefox before 3.0.19, 3.5.x before 3.5.9, and 3.6.x before 3.6.2, and SeaMonkey before 2.0.4, does not prevent applets from interpreting mouse clicks as drag-and-drop actions, which allows remote attackers to execute arbitrary JavaScript with Chrome privileges by loading a chrome: URL and then loading a javascript: URL.",7.6,HIGH,AV:N/AC:H/Au:N/C:C/I:C/A:C
CVE-2010-0179,"Mozilla Firefox before 3.0.19 and 3.5.x before 3.5.8, and SeaMonkey before 2.0.3, when the XMLHttpRequestSpy module in the Firebug add-on is used, does not properly handle interaction between the XMLHttpRequestSpy object and chrome privileged objects, which allows remote attackers to execute arbitrary JavaScript via a crafted HTTP response.",5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P
CVE-2010-1500,"Google Chrome before 4.1.249.1059 does not properly support forms, which has unknown impact and attack vectors, related to a ""type confusion error.""",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-1502,"Unspecified vulnerability in Google Chrome before 4.1.249.1059 allows remote attackers to access local files via vectors related to ""developer tools.""",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-1503,Cross-site scripting (XSS) vulnerability in Google Chrome before 4.1.249.1059 allows remote attackers to inject arbitrary web script or HTML via vectors related to a chrome://net-internals URI.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-1504,Cross-site scripting (XSS) vulnerability in Google Chrome before 4.1.249.1059 allows remote attackers to inject arbitrary web script or HTML via vectors related to a chrome://downloads URI.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-1505,"Google Chrome before 4.1.249.1059 does not prevent pages from loading with the New Tab page's privileges, which has unknown impact and attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-1506,The Google V8 bindings in Google Chrome before 4.1.249.1059 allow attackers to cause a denial of service (memory corruption) via unknown vectors.,7.8,HIGH,AV:N/AC:L/Au:N/C:N/I:N/A:C
CVE-2010-1585,"The nsIScriptableUnescapeHTML.parseFragment method in the ParanoidFragmentSink protection mechanism in Mozilla Firefox before 3.5.17 and 3.6.x before 3.6.14, Thunderbird before 3.1.8, and SeaMonkey before 2.0.12 does not properly sanitize HTML in a chrome document, which makes it easier for remote attackers to execute arbitrary JavaScript with chrome privileges via a javascript: URI in input to an extension, as demonstrated by a javascript:alert sequence in (1) the HREF attribute of an A element or (2) the ACTION attribute of a FORM element.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-1663,The Google URL Parsing Library (aka google-url or GURL) in Google Chrome before 4.1.249.1064 allows remote attackers to bypass the Same Origin Policy via unspecified vectors.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-1664,"Google Chrome before 4.1.249.1064 does not properly handle HTML5 media, which allows remote attackers to cause a denial of service (memory corruption) and possibly have unspecified other impact via unknown vectors.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-1665,"Google Chrome before 4.1.249.1064 does not properly handle fonts, which allows remote attackers to cause a denial of service (memory corruption) and possibly have unspecified other impact via unknown vectors.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-1731,Google Chrome on the HTC Hero allows remote attackers to cause a denial of service (application crash) via JavaScript that writes <marquee> sequences in an infinite loop.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:N/A:P
CVE-2010-1851,"Google Chrome, when the Invisible Hand extension is enabled, uses cookies during background HTTP requests in a possibly unexpected manner, which might allow remote web servers to identify specific persons and their product searches via HTTP request logging, related to a ""cross-site data leakage"" issue.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:P/I:N/A:N
CVE-2010-1992,"Google Chrome 1.0.154.48 executes a mail application in situations where an IFRAME element has a mailto: URL in its SRC attribute, which allows remote attackers to cause a denial of service (excessive application launches) via an HTML document with many IFRAME elements.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-2105,"Google Chrome before 5.0.375.55 does not properly follow the Safe Browsing specification's requirements for canonicalization of URLs, which has unspecified impact and remote attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2106,Unspecified vulnerability in Google Chrome before 5.0.375.55 might allow remote attackers to spoof the URL bar via vectors involving unload event handlers.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-2107,Unspecified vulnerability in Google Chrome before 5.0.375.55 allows attackers to cause a denial of service (memory error) or possibly have unspecified other impact via vectors related to the Safe Browsing functionality.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2108,Unspecified vulnerability in Google Chrome before 5.0.375.55 allows remote attackers to bypass the whitelist-mode plugin blocker via unknown vectors.,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-2109,"Unspecified vulnerability in Google Chrome before 5.0.375.55 allows user-assisted remote attackers to cause a denial of service (memory error) or possibly have unspecified other impact via vectors related to the ""drag + drop"" functionality.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-2110,"Google Chrome before 5.0.375.55 does not properly execute JavaScript code in the extension context, which has unspecified impact and remote attack vectors.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-2120,Google Chrome 1.0.154.48 allows remote attackers to cause a denial of service (resource consumption) via JavaScript code containing an infinite loop that creates IFRAME elements for invalid news:// URIs.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:N/A:P
CVE-2010-1770,"WebKit in Apple Safari before 5.0 on Mac OS X 10.5 through 10.6 and Windows, Apple Safari before 4.1 on Mac OS X 10.4, and Google Chrome before 5.0.375.70 does not properly handle a transformation of a text node that has the IBM1147 character set, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted HTML document containing a BR element, related to a ""type checking issue.""",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2179,"Cross-site scripting (XSS) vulnerability in Adobe Flash Player before 9.0.277.0 and 10.x before 10.1.53.64, and Adobe AIR before 2.0.2.12610, when Firefox or Chrome is used, allows remote attackers to inject arbitrary web script or HTML via unspecified vectors related to URL parsing.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-2295,"page/EventHandler.cpp in WebCore in WebKit in Google Chrome before 5.0.375.70 does not properly handle a change of the focused frame during the dispatching of keydown, which allows user-assisted remote attackers to redirect keystrokes via a crafted HTML document, aka rdar problem 7018610.  NOTE: this might overlap CVE-2010-1422.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-2296,The implementation of unspecified DOM methods in Google Chrome before 5.0.375.70 allows remote attackers to bypass the Same Origin Policy via unknown vectors.,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2297,rendering/FixedTableLayout.cpp in WebCore in WebKit in Google Chrome before 5.0.375.70 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via an HTML document that has a large colspan attribute within a table.,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2298,"browser/renderer_host/database_dispatcher_host.cc in Google Chrome before 5.0.375.70 on Linux does not properly handle ViewHostMsg_DatabaseOpenFile messages in chroot-based sandboxing, which allows remote attackers to bypass intended sandbox restrictions via vectors involving fchdir and chdir calls.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2299,"The Clipboard::DispatchObject function in app/clipboard/clipboard.cc in Google Chrome before 5.0.375.70 does not properly handle CBF_SMBITMAP objects in a ViewHostMsg_ClipboardWriteObjectsAsync message, which might allow remote attackers to execute arbitrary code via vectors involving crafted data from the renderer process, related to a ""Type Confusion"" issue.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2300,"Use-after-free vulnerability in the Element::normalizeAttributes function in dom/Element.cpp in WebCore in WebKit in Google Chrome before 5.0.375.70 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via vectors related to handlers for DOM mutation events, aka rdar problem 7948784.  NOTE: this might overlap CVE-2010-1759.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2301,Cross-site scripting (XSS) vulnerability in editing/markup.cpp in WebCore in WebKit in Google Chrome before 5.0.375.70 allows remote attackers to inject arbitrary web script or HTML via vectors related to the node.innerHTML property of a TEXTAREA element.  NOTE: this might overlap CVE-2010-1762.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-2302,"Use-after-free vulnerability in WebCore in WebKit in Google Chrome before 5.0.375.70 allows remote attackers to cause a denial of service (memory corruption) or possibly execute arbitrary code via vectors involving remote fonts in conjunction with shadow DOM trees, aka rdar problem 8007953.  NOTE: this might overlap CVE-2010-1771.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2645,"Unspecified vulnerability in Google Chrome before 5.0.375.99, when WebGL is used, allows remote attackers to cause a denial of service (out-of-bounds read) via unknown vectors.",6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P
CVE-2010-2646,"Google Chrome before 5.0.375.99 does not properly isolate sandboxed IFRAME elements, which has unspecified impact and remote attack vectors.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2647,Google Chrome before 5.0.375.99 allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via an invalid SVG document.,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2648,The implementation of the Unicode Bidirectional Algorithm (aka Bidi algorithm or UBA) in Google Chrome before 5.0.375.99 allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2649,Unspecified vulnerability in Google Chrome before 5.0.375.99 allows remote attackers to cause a denial of service (application crash) via an invalid image.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:N/A:P
CVE-2010-2650,"Unspecified vulnerability in Google Chrome before 5.0.375.99 has unknown impact and attack vectors, related to an ""annoyance with print dialogs.""",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2651,"The Cascading Style Sheets (CSS) implementation in Google Chrome before 5.0.375.99 does not properly perform style rendering, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-2652,"Google Chrome before 5.0.375.99 does not properly implement modal dialogs, which allows attackers to cause a denial of service (application crash) via unspecified vectors.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2010-2897,"Google Chrome before 5.0.375.125 does not properly mitigate an unspecified flaw in the Windows kernel, which has unknown impact and attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2898,"Google Chrome before 5.0.375.125 does not properly mitigate an unspecified flaw in the GNU C Library, which has unknown impact and attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2899,Unspecified vulnerability in the layout implementation in Google Chrome before 5.0.375.125 allows remote attackers to obtain sensitive information from process memory via unknown vectors.,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2010-2900,"Google Chrome before 5.0.375.125 does not properly handle a large canvas, which has unspecified impact and remote attack vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2901,The rendering implementation in Google Chrome before 5.0.375.125 allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2902,The SVG implementation in Google Chrome before 5.0.375.125 allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-2903,"Google Chrome before 5.0.375.125 performs unexpected truncation and improper eliding of hostnames, which has unspecified impact and remote attack vectors.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2010-1215,"Mozilla Firefox 3.6.x before 3.6.7 and Thunderbird 3.1.x before 3.1.1 do not properly implement access to a content object through a SafeJSObjectWrapper (aka SJOW) wrapper, which allows remote attackers to execute arbitrary JavaScript code with chrome privileges by leveraging ""access to an object from the chrome scope.""",6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P
CVE-2010-3111,"Google Chrome before 6.0.472.53 does not properly mitigate an unspecified flaw in the Windows kernel, which has unknown impact and attack vectors, a different vulnerability than CVE-2010-2897.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3112,"Google Chrome before 5.0.375.127 does not properly implement file dialogs, which allows attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3113,"Google Chrome before 5.0.375.127, and webkitgtk before 1.2.5, does not properly handle SVG documents, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors related to state changes when using DeleteButtonController.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3114,"The text-editing implementation in Google Chrome before 5.0.375.127, and webkitgtk before 1.2.6, does not check a node type before performing a cast, which has unspecified impact and attack vectors related to (1) DeleteSelectionCommand.cpp, (2) InsertLineBreakCommand.cpp, or (3) InsertParagraphSeparatorCommand.cpp in WebCore/editing/.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3115,"Google Chrome before 5.0.375.127, and webkitgtk before 1.2.6, does not properly implement the history feature, which might allow remote attackers to spoof the address bar via unspecified vectors.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2010-3116,"Multiple use-after-free vulnerabilities in WebKit, as used in Apple Safari before 4.1.3 and 5.0.x before 5.0.3, Google Chrome before 5.0.375.127, and webkitgtk before 1.2.6, allow remote attackers to execute arbitrary code or cause a denial of service (application crash) via vectors related to improper handling of MIME types by plug-ins.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3117,"Google Chrome before 5.0.375.127 does not properly implement the notifications feature, which allows remote attackers to cause a denial of service (application crash) and possibly have unspecified other impact via unknown vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3118,"The autosuggest feature in the Omnibox implementation in Google Chrome before 5.0.375.127 does not anticipate entry of passwords, which might allow remote attackers to obtain sensitive information by reading the network traffic generated by this feature.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2010-3119,"Google Chrome before 5.0.375.127 and webkitgtk before 1.2.6 do not properly support the Ruby language, which allows attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3120,"Google Chrome before 5.0.375.127 does not properly implement the Geolocation feature, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3246,"Google Chrome before 6.0.472.53 does not properly handle the _blank value for the target attribute of unspecified elements, which allows remote attackers to bypass the pop-up blocker via unknown vectors.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-3247,"Google Chrome before 6.0.472.53 does not properly restrict the characters in URLs, which allows remote attackers to spoof the appearance of the URL bar via homographic sequences.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N
CVE-2010-3248,"Google Chrome before 6.0.472.53 does not properly restrict copying to the clipboard, which has unspecified impact and attack vectors.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2010-3249,"Google Chrome before 6.0.472.53 does not properly implement SVG filters, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors, related to a ""stale pointer"" issue.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-3250,Unspecified vulnerability in Google Chrome before 6.0.472.53 allows remote attackers to enumerate the set of installed extensions via unknown vectors.,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N
CVE-2010-3251,The WebSockets implementation in Google Chrome before 6.0.472.53 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via unspecified vectors.,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:N/A:P
CVE-2010-3252,Use-after-free vulnerability in the Notifications presenter in Google Chrome before 6.0.472.53 allows attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3253,The implementation of notification permissions in Google Chrome before 6.0.472.53 allows attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3254,"The WebSockets implementation in Google Chrome before 6.0.472.53 does not properly handle integer values, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2010-3255,"Google Chrome before 6.0.472.53 and webkitgtk before 1.2.6 do not properly handle counter nodes, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-3256,"Google Chrome before 6.0.472.53 does not properly limit the number of stored autocomplete entries, which has unspecified impact and attack vectors.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:N/A:P
CVE-2010-3257,"Use-after-free vulnerability in WebKit, as used in Apple Safari before 4.1.3 and 5.0.x before 5.0.3, Google Chrome before 6.0.472.53, and webkitgtk before 1.2.6, allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via vectors involving element focus.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-3258,"The sandbox implementation in Google Chrome before 6.0.472.53 does not properly deserialize parameters, which has unspecified impact and remote attack vectors.",9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C
CVE-2010-3259,"WebKit, as used in Apple Safari before 4.1.3 and 5.0.x before 5.0.3, Google Chrome before 6.0.472.53, and webkitgtk before 1.2.6, does not properly restrict read access to images derived from CANVAS elements, which allows remote attackers to bypass the Same Origin Policy and obtain potentially sensitive image data via a crafted web site.",4.3,MEDIUM,AV:N/AC:M/Au:N/C:P/I:N/A:N
CVE-2010-2762,"The XPCSafeJSObjectWrapper class in the SafeJSObjectWrapper (aka SJOW) implementation in Mozilla Firefox 3.6.x before 3.6.9 and Thunderbird 3.1.x before 3.1.3 does not properly restrict objects at the end of scope chains, which allows remote attackers to execute arbitrary JavaScript code with chrome privileges via vectors related to a chrome privileged object and a chain ending in an outer object.",6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P
CVE-2010-3411,"Google Chrome before 6.0.472.59 on Linux does not properly handle cursors, which might allow attackers to cause a denial of service (assertion failure) via unspecified vectors.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:N/A:P
CVE-2004-0718,"The (1) Mozilla 1.6, (2) Firebird 0.7, (3) Firefox 0.8, and (4) Netscape 7.1 web browsers do not properly prevent a frame in one domain from injecting content into a frame that belongs to another domain, which facilitates web site spoofing and other attacks, aka the frame injection vulnerability.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-0648,"Mozilla (Suite) before 1.7.1, Firefox before 0.9.2, and Thunderbird before 0.7.2 allow remote attackers to launch arbitrary programs via a URI referencing the shell: protocol.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2004-0757,"Heap-based buffer overflow in the SendUidl in the POP3 capability for Mozilla before 1.7, Firefox before 0.9, and Thunderbird before 0.7, may allow remote POP3 mail servers to execute arbitrary code.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2004-0761,"Mozilla before 1.7, Firefox before 0.9, and Thunderbird before 0.7, allow remote attackers to use certain redirect sequences to spoof the security lock icon that makes a web page appear to be encrypted.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2004-0762,"Mozilla before 1.7, Firefox before 0.9, and Thunderbird before 0.7, allow remote web sites to install arbitrary extensions by using interactive events to manipulate the XPInstall Security dialog box.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2004-0763,"Mozilla Firefox 0.9.1 and 0.9.2 allows remote web sites to spoof certificates of trusted web sites via redirects and Javascript that uses the ""onunload"" method.",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
CVE-2004-0764,"Mozilla before 1.7, Firefox before 0.9, and Thunderbird before 0.7, allow remote web sites to hijack the user interface via the ""chrome"" flag and XML User Interface Language (XUL) files.",10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C
CVE-2004-0765,"The cert_TestHostName function in Mozilla before 1.7, Firefox before 0.9, and Thunderbird before 0.7, only checks the hostname portion of a certificate when the hostname portion of the URI is not a fully qualified domain name (FQDN), which allows remote attackers to spoof trusted certificates.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-0779,"The (1) Mozilla 1.6, (2) Firebird 0.7 and (3) Firefox 0.8 web browsers do not properly verify that cached passwords for SSL encrypted sites are only sent via SSL encrypted sessions to the site, which allows a remote attacker to cause a cached password to be sent in cleartext to a spoofed site.",7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-0905,"Mozilla Firefox before the Preview Release, Mozilla before 1.7.3, and Thunderbird before 0.8 allows remote attackers to perform cross-domain scripting and possibly execute arbitrary code by convincing a user to drag and drop javascript: links to a frame or page in another domain.",4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P
CVE-2004-1380,"Firefox before 1.0 and Mozilla before 1.7.5 allows inactive (background) tabs to launch dialog boxes, which can allow remote attackers to spoof the dialog boxes from web sites in other windows and facilitate phishing attacks, aka the ""Dialog Box Spoofing Vulnerability.""",5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N
